system:index,cloudCover,date,humidity,precipitation,pressure,temperature,.geo
2020010100F03,1.3600000143051147,2020-01-01,66.0,12.0,101352.859375,301.7040100097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010106F03,0.5299999713897705,2020-01-01,61.0,0.800000011920929,101108.703125,301.8789978027344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010112F03,0.3799999952316284,2020-01-01,69.0,1.7999999523162842,101434.2265625,301.58599853515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010118F03,0.36000001430511475,2020-01-01,70.0,3.700000047683716,101218.6328125,301.4949951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010200F03,0.23000000417232513,2020-01-02,65.0,5.900000095367432,101402.1328125,302.322998046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010206F03,0.18000000715255737,2020-01-02,60.0,0.4000000059604645,101020.5390625,302.7449951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010212F03,0.0,2020-01-02,66.0,0.009999999776482582,101327.0078125,301.87799072265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010218F03,0.09000000357627869,2020-01-02,64.0,0.10000000149011612,101099.1015625,301.5069885253906,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010300F03,0.07000000029802322,2020-01-03,64.0,3.5999999046325684,101113.8046875,302.6109924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010306F03,0.009999999776482582,2020-01-03,61.0,6.730000019073486,100845.1328125,302.8489990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010312F03,0.009999999776482582,2020-01-03,65.0,0.30000001192092896,101073.421875,301.88800048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010318F03,0.029999999329447746,2020-01-03,64.0,3.200000047683716,100842.46875,301.489990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010400F03,0.05999999865889549,2020-01-04,65.0,6.099999904632568,100962.78125,302.531005859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010406F03,0.03999999910593033,2020-01-04,62.0,0.0,100632.9296875,302.9259948730469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010412F03,0.03999999910593033,2020-01-04,67.0,3.9000000953674316,100982.8828125,301.6570129394531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010418F03,0.009999999776482582,2020-01-04,63.0,2.799999952316284,100808.890625,301.27899169921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010500F03,0.10999999940395355,2020-01-05,67.0,9.300000190734863,101004.4765625,301.9909973144531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010506F03,0.20999999344348907,2020-01-05,61.0,0.4000000059604645,100757.7578125,302.0450134277344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010512F03,0.009999999776482582,2020-01-05,64.0,0.699999988079071,101028.7265625,301.37799072265625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010518F03,0.05999999865889549,2020-01-05,65.0,0.7799999713897705,100889.171875,301.1109924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010600F03,0.14000000059604645,2020-01-06,66.0,9.300000190734863,101031.8046875,301.739013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010606F03,0.07000000029802322,2020-01-06,60.0,5.900000095367432,100791.7578125,302.25799560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010612F03,0.09000000357627869,2020-01-06,66.0,3.3299999237060547,101087.15625,301.3949890136719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010618F03,0.009999999776482582,2020-01-06,62.0,1.7899999618530273,100857.9765625,301.0870056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010700F03,0.07000000029802322,2020-01-07,62.0,3.9000000953674316,101008.0703125,302.17401123046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010706F03,0.07999999821186066,2020-01-07,61.0,5.0,100744.203125,302.21600341796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010712F03,0.09000000357627869,2020-01-07,63.0,0.1899999976158142,100969.2109375,301.4859924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010718F03,0.0,2020-01-07,62.0,7.050000190734863,100865.8984375,300.8919982910156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010800F03,0.019999999552965164,2020-01-08,61.0,2.4000000953674316,100875.203125,302.09100341796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010806F03,0.0,2020-01-08,57.0,1.190000057220459,100626.203125,302.4280090332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010812F03,0.05999999865889549,2020-01-08,65.0,7.139999866485596,100906.046875,301.4750061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010818F03,0.029999999329447746,2020-01-08,67.0,0.699999988079071,100809.390625,301.1789855957031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010900F03,0.029999999329447746,2020-01-09,64.0,7.400000095367432,100859.8984375,301.9070129394531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010906F03,0.30000001192092896,2020-01-09,66.0,8.100000381469727,100707.1015625,301.6549987792969,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010912F03,0.03999999910593033,2020-01-09,69.0,5.199999809265137,100886.03125,301.3169860839844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020010918F03,0.3199999928474426,2020-01-09,69.0,4.699999809265137,100813.21875,301.0690002441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011000F03,1.2999999523162842,2020-01-10,62.0,1.2999999523162842,100999.9765625,301.239013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011006F03,0.9700000286102295,2020-01-10,65.0,1.399999976158142,100847.7734375,301.3290100097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011012F03,0.1599999964237213,2020-01-10,68.0,0.20000000298023224,101012.6015625,300.81298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011018F03,0.07999999821186066,2020-01-10,59.0,0.0,100848.703125,300.4049987792969,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011100F03,0.10000000149011612,2020-01-11,61.0,0.10000000149011612,101002.0,300.9859924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011106F03,0.0,2020-01-11,59.0,0.10000000149011612,100762.5703125,302.0929870605469,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011112F03,0.019999999552965164,2020-01-11,58.0,0.0,101038.6796875,300.88800048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011118F03,0.029999999329447746,2020-01-11,57.0,0.0,100860.796875,300.4429931640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011200F03,0.009999999776482582,2020-01-12,54.0,0.0,100966.203125,301.8030090332031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011206F03,0.019999999552965164,2020-01-12,56.0,0.30000001192092896,100716.0,302.15301513671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011212F03,0.03999999910593033,2020-01-12,56.0,0.0,100905.5625,301.2030029296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011218F03,0.10999999940395355,2020-01-12,56.0,0.0,100778.7421875,300.79998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011300F03,0.019999999552965164,2020-01-13,55.0,0.4000000059604645,100880.796875,302.2120056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011306F03,0.05999999865889549,2020-01-13,52.0,1.7000000476837158,100651.296875,302.4830017089844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011312F03,0.10999999940395355,2020-01-13,57.0,0.0,100968.6015625,301.4750061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011318F03,0.10000000149011612,2020-01-13,56.0,0.0,100918.796875,300.9519958496094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011400F03,0.03999999910593033,2020-01-14,54.0,0.30000001192092896,101000.1015625,302.1719970703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011406F03,0.03999999910593033,2020-01-14,53.0,0.2199999988079071,100762.296875,302.0150146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011412F03,0.009999999776482582,2020-01-14,62.0,2.1600000858306885,101036.3046875,301.468994140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011418F03,0.2199999988079071,2020-01-14,60.0,0.5,100953.0,301.29400634765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011500F03,0.019999999552965164,2020-01-15,60.0,2.0999999046325684,101138.7265625,302.3609924316406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011506F03,0.009999999776482582,2020-01-15,54.0,0.0,100839.078125,302.6730041503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011512F03,0.0,2020-01-15,54.0,0.30000001192092896,101088.7265625,301.63800048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011518F03,0.029999999329447746,2020-01-15,54.0,2.619999885559082,101023.6796875,301.36199951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011600F03,0.03999999910593033,2020-01-16,55.0,4.760000228881836,101170.859375,302.9070129394531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011606F03,0.05000000074505806,2020-01-16,57.0,0.5299999713897705,100913.2578125,302.7239990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011612F03,0.12999999523162842,2020-01-16,62.0,3.799999952316284,101184.453125,301.9460144042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011618F03,0.029999999329447746,2020-01-16,58.0,1.600000023841858,101043.171875,301.60400390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011700F03,0.009999999776482582,2020-01-17,51.0,0.10000000149011612,101184.640625,303.2279968261719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011706F03,0.0,2020-01-17,52.0,0.0,100915.8671875,302.760009765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011712F03,0.0,2020-01-17,57.0,1.600000023841858,101185.5,301.83099365234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011718F03,0.0,2020-01-17,50.0,2.430000066757202,101002.609375,301.4320068359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011800F03,0.0,2020-01-18,55.0,0.0,101212.796875,303.0190124511719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011806F03,0.009999999776482582,2020-01-18,54.0,0.03999999910593033,100896.296875,302.614013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011812F03,0.0,2020-01-18,51.0,0.0,101173.0,301.510009765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011818F03,0.0,2020-01-18,47.0,0.0,101022.6015625,301.1789855957031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011900F03,0.0,2020-01-19,53.0,0.4000000059604645,101198.296875,303.2430114746094,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011906F03,0.009999999776482582,2020-01-19,50.0,0.0,100898.1796875,302.7950134277344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011912F03,0.0,2020-01-19,54.0,0.0,101185.1796875,301.70098876953125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020011918F03,0.009999999776482582,2020-01-19,58.0,2.0,101015.4296875,301.5710144042969,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012000F03,0.0,2020-01-20,57.0,3.7799999713897705,101200.890625,302.6300048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012006F03,0.0,2020-01-20,56.0,0.0,100963.109375,302.65399169921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012012F03,0.10999999940395355,2020-01-20,56.0,1.600000023841858,101255.109375,301.7980041503906,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012018F03,0.019999999552965164,2020-01-20,54.0,0.20000000298023224,101097.640625,301.47698974609375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012100F03,0.0,2020-01-21,56.0,0.800000011920929,101313.7265625,302.614990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012106F03,0.019999999552965164,2020-01-21,56.0,0.30000001192092896,100965.9375,302.7449951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012112F03,0.0,2020-01-21,56.0,0.0,101289.7109375,301.6990051269531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012118F03,0.05000000074505806,2020-01-21,56.0,0.3100000023841858,101135.2265625,301.4590148925781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012200F03,0.029999999329447746,2020-01-22,57.0,0.0,101293.703125,303.2120056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012206F03,0.0,2020-01-22,43.0,0.0,100970.421875,303.02301025390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012212F03,0.0,2020-01-22,51.0,0.03999999910593033,101237.9609375,301.81298828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012218F03,0.0,2020-01-22,55.0,0.25999999046325684,101034.3984375,301.53900146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012300F03,0.0,2020-01-23,60.0,1.100000023841858,101173.6015625,302.90399169921875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012306F03,0.0,2020-01-23,57.0,0.0,100834.1015625,303.3169860839844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012312F03,0.0,2020-01-23,59.0,0.10000000149011612,101093.8984375,302.09698486328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012318F03,0.0,2020-01-23,56.0,0.029999999329447746,100941.0,301.7120056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012400F03,0.0,2020-01-24,58.0,3.690000057220459,101119.703125,303.364013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012406F03,0.019999999552965164,2020-01-24,60.0,0.20000000298023224,100905.1015625,303.25799560546875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012412F03,0.38999998569488525,2020-01-24,67.0,6.099999904632568,101154.796875,302.2640075683594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012418F03,1.0800000429153442,2020-01-24,70.0,9.010000228881836,100980.0078125,302.0669860839844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012500F03,1.0800000429153442,2020-01-25,70.0,15.699999809265137,101127.90625,302.02398681640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012506F03,1.350000023841858,2020-01-25,67.0,8.5,100834.0,301.9440002441406,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012512F03,0.5400000214576721,2020-01-25,67.0,7.480000019073486,101102.2265625,301.82501220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012518F03,0.1599999964237213,2020-01-25,62.0,1.7400000095367432,100897.03125,301.72601318359375,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012600F03,0.7400000095367432,2020-01-26,59.0,2.619999885559082,101097.8671875,301.6050109863281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012606F03,0.1899999976158142,2020-01-26,55.0,0.8999999761581421,100763.7265625,301.57000732421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020012612F03,0.1599999964237213,2020-01-26,59.0,2.869999885559082,101043.34375,301.4620056152344,"{""type"":""MultiPoint"",""coordinates"":[]}"
